review,sentiment
"Much has been made about No Time To Die bringing the Daniel Craig era to completion, so I'll skip past this. No, this is a perfect dose of escapism; intense, emotional and brimming with action. It picks up the best hanging threads from Casino Royale and Skyfall, throws in some callbacks to classic Bond movies and allows Craig to leave an immense mark on this franchise. I'm thankful that he didn't walk away after Spectre, and really delivered something to savor here. Given the runtime, this could've been a last gasp - but far from it. This is a joyride well worth taking.... And lest I forget, the most brilliant use of an f-bomb I've heard in a very long time. Ralph Fiennes is a treasure.",positive
"Because of a World Wide Pandemic which in some quarters has motives like the ruin the world, James Bond is back again trying to save the world. In order to do so he must deal with the old criminal organization Spectre and Blowfeld who has been the bad guys for many years it seems. The difference here is that they are really red herrings being used by a mad man who wants to kill a majority of the world's population using a high technology bug that is programmed to kill people by their DNA.For the long time Bond fan, the biggest hint about the movie is before the opening credits. There is a long sequence where Bond tells the lovely woman he is with they have ""all the time in the world"". The theme from his Majesty's Secret Service runs through the film. It's closing credits even feature a great stereo remastering of Louis Armstrong doing the original theme from the George L (Bond) only film of the late 1960's.One strange thing in the world of Bond. Years ago Blowfeld was totally bald. This many years later he has hair. Perhaps he saw those Bosley ads for getting rid of baldness in the years after. Lea Seydoux the second French actress to be a Bond Woman in the series and Madeline for the second straight film after Spectre is indeed a tough Bond woman with a gun. Ralph Fiennes continues his role from Spectre (2015) as M. Naomi Harris is in her second straight as Moneypenny though. She played Eve in Skyfall so this is her third straight Bond and along with Maude Adams has played 2 women characters in the series. This generations regulars are all here along with a portrait of one tough special Judi Dench portrait that appears in a hallway late in the film.While the film keeps all the Fleming characters and the usual save the world plot, it is done freshly enough for even viewers not born yet when the series began to enjoy the action and the acting. Since Daniel Craig has been Bond the acting has gained more importance and balance with the action. It has been a welcome change. Each man who played Bond had different ways to do it and there were times that action and special effects took priority over acting. That has changed and is one of the strengths of this one.While the film feels like nonstop action, there is some acting here too. The ending might come as a shock to long time Bond fans, but considering this series it is something which was done in more than 1 of the Bond Films in the beginning, only this time it appears to be done for good. Spoiler- the film also discloses that Bond and Madeline have a daughter now. This is the first actual recorded sibling of Bond though there were enough scenes over the years in Bond films to suggest an episode of Maury Povich doing DNA tests on some of the other ladies he had recreation with. Finally though, yes James, you are the father.Scenery is still a big part of this and many filming locations were used in this one. This tradition has always been a part of the series. At the end it does say ""Bond will return"", but the feeling here is that the form of his return will be as a her. The set up very much looks that way. The Bond women are getting nicer curves, but that is nothing unusual. It is a concession to the times, and is welcome too. Women built thin like guys are not in style as much as years ago after so many young ladies starved themselves. Not enough of them tried to have the nice figure of Ursala Andress and we are finally making up for it.Having lived long enough to remember the late Connery, Lazenby, late Moore, Dalton, Brosnan, late Niven, late Nelson, and Craig is a feat unto itself. Nelson's Climax TV episode live performance of 007 in 1954 led to all the others. It has been an amazing road. While the plots have changed and remained the same, Director Cary Joji Fukunaga does an amazing job making this film feel like it is supposed too. Armstrong at the end is a reminder of how much has changed since all this began. Louis, we've had all the time in the world to follow Bond every step of the way.",positive
"NO TIME TO DIE, with a record-breaking 163-minute length, runs out of steam halfway through, after the Cuban part to be specific, where a bombshell Paloma (de Armas, lissom, light-hearted and lethal) knocks us dead with boffolas and her pliability. After that the situation gets glummer, the story goes more formulaic, take the example of the scene where Blofeld (Waltz), the head of SPECTRE, pops his clogs. It is designed to give audience a God's view (we know what is going to happen but Bond doesn't) with Bond suddenly losing his sangfroid and getting steamed up, all just to let him unknowingly pass the nanobots to Blofeld, it is too obvious a plot twist, wielded without much tact though.read my full review on my blog: Cinema Omnivore, thanks.",negative
"For how long and boring this is, you'll actually have plenty of time to die.Wow. This isn't just the most plain looking James Bond movie, it's one of the most ick looking and feeling movies I've seen in a long time. So lifeless, meaningless and despite the significance of this movie - Daniel Craig's last time as Bond, so get ready for a reboot next time, I seriously cannot recommend this film to anyone.Once again, Bond has retired (I think this is his 12th retirement) and found the love of his life (also, 12th ""true love,"") but an old foe is bringing him back in for Queen and Country.I simply cannot get over how dull this movie looks and how uninterested the actors were for being here. We even had two incredible actors as Bond Villains: Christoph Waltz and Rami Malek and both svcked HARD. In fact, Rami seemingly got acting lessons from Eddie Redmayne in Jupiter Ascending. Makes sense since they're both Oscar winners and both whisper their way as sleepy villains.Admittedly there are mere moments of delightful cinematography on screen and some of the jokes landed, but there is absolutely nothing here that would/should justify the nearly 3-hour, slowly paced movie. I appreciate them adding in so many of the normal Bond tropes, and yet, even those felt like they just had to be there.I'm sure Craig got paid a lot and good for him. I didn't hate this movie like I did with Spectre, but it did make me want this Craig era to be over. Sad. When he started it all in Casino Royale, 15 years ago, he quickly became my favorite Bond (and with that movie, my favorite Bond song and overall chapter) and now I'm shooing him away and praying the next one will take its time to perfect it with someone who actually cares about playing this historic role.***Final Thoughts: At least we finally found out what ""Q"" stands for.",negative
"I'm not a big fan of the daniel craig james bond series (ratings in order, 5, 5, 7, 5). But i love action movies. This is more of the same, but longer and slower. It tested my patience. It's generally well made with some good action but not a single scene i will remember in a week. And by the end, during the climax, i just wanted it to be over so i could leave.Also, i was excited to see what rami malek could do with the villain role. He was the first name in the credits (other than daniel craig). ""starring rami malek."" yet he was in the movie for about 11 minutes. The movie is 2 hours and 43 minutes long. How does he have zero character development and unclear motivations? The villain character (not the actor) added nothing to this movieCaveat: i didn't revisit the previous movies so i wasn't able to follow some of the references to previous movies. (1 viewing, 10/19/2021)",negative
"STAR RATING: ***** Saturday Night **** Friday Night *** Friday Morning ** Sunday Night * Monday MorningJames Bond (Daniel Craig) has retired from active service, and is now living in Jamaica, with Madeleine (Lea Seydoux), the girl from his last encounter with SPECTRE. All seems well, until a series of attempts on his life leads him to think she might be behind it. Meanwhile, in London, an armed break in at a chemical laboratory results in the apparent kidnapping of Dr. Obruchev (David Denicik.) It all leads to the path of incarcerated criminal Lyetsifer Safin (Rami Malek), setting a course for Bond and Madeleine's paths to intersect once again.It has felt like a lifetime ago now that the massive hype and eager anticipation for Daniel Craig's final Bond film was first about, before the unthinkable global pandemic struck, and the release date got set all the way back to the present day, where it has absolutely smashed global box office records. At five films, Craig has lasted the course as long as the original greats Connery and Moore, his image now as personified in the character as those whose shoes he had to fill.With that in mind, it's ironic that director Cary Joui Fukanaga pays such an homage to the Bond film starring George Lazenby, who played him only once, in the shape of On Her Majesty's Secret Service, with Louis Armstrong's melodic theme song We Have All the Time in the World playing over the soundtrack at various points, as well as the downbeat fatalism that defined that Bond outing from all the others. Craig's Bond has been a grittier, more hard edged Bond in general, and in its bowing out here, Fukanaga goes Hell for leather, cranking the brutal intensity of Craig's last four Bond entries all together, and giving it everything with a film running over two and a half hours, with some light humour awkwardly inserted in.It's the final part of what defines Craig's Bond, and in that it's everything you expect it to be, ur it's also a love song to the Bond franchise in general, from the more modern, unflinching stuff, right through to the 'secret organisation' stuff when it began in the 60's nearly sixty years ago, that everyone won't be able to help loving. ****",positive
"They tried to tell us it's too long and at 163 minutes ""No Time to Die"" is indeed the longest of the Bond movies but don't let that colour your judgement; this is still one hell of a rollercoaster ride and if Daniel Craig, in his final appearance as Commander Bond, is looking his age, remember he's now 'retired' and probably closer in demeanour to a middle-aged spy than at any time in the franchise. You must also remember that the Craig Bond's, unlike those of his predecessors, have followed a trajectory from ""Casino Royale"", (the first of the Ian Fleming novels), right through to the present, each one a kind of sequel to the one before and while Craig may not be everyone's favourite Bond he is, at least, unique in that respect. You might even say the entire Bond saga belongs to him.The next point to consider, of course, is is it any good or rather is it as good as the others and the answers to both questions is a resounding yes. This is an action flic of the first order, exciting, funny and, for the most part, intelligent. It's also surprisingly old-fashioned. Here is a Bond movie that goes back to the roots of the franchise, all the way to ""Dr. No"" in fact. The gadgets are still there and used to good effect but this is a much more character driven piece and in Rami Malek it has one of the great Bond villains, (could Malek become the first Bond villain to pick up an Oscar nomination for Best Supporting Actor?).Admittedly the plot is quite far-fetched. We may not be in ""Moonraker"" territory but you may still have to see the film twice just to figure out what's going on. Also in keeping with previous Craig Bond's it's not afraid to introduce plot twists that should have a lasting impact on the series, presuming, of course, that the producers wish audiences to take any forthcoming films seriously. In what we now know will be his last appearance in the role it would be nice to say that this is Craig's film and while he certainly brings gravitas to the part it is Malek who steals the movie and if the film itself isn't quite the best of the series it's certainly up there. If this doesn't bring the punters in, nothing will.",negative
"One of my guilty pleasures as a moviegoer is watching James Bond movies and I have no intention of apologising for that. Thus, I watched as soon as I had the opportunity 'No Time to Die' directed by Cary Joji Fukunaga, the latest film in the series, whose release has already been postponed several times and which finally meets the screens and its viewers this cinematic fall of the year 2021. The James Bond film series is approaching the age of 60. All Bond movies start from the same premises and have the same hero, but the way he looks and behaves and the structuring of the story have evolved over time. This says a lot about how cinematic entertainment was and is perceived and accepted in the movies of the big studios.A lot has happened during these years. The hero evolved from the nonchalant and humorous commander in Fleming's books and played by Sean Connery to the complex and gloomy character in the last series, played by Daniel Craig. The original 007 had gone through the experience of World War II and was active during the Cold War. He was excused for his womanising as many things are excused to war heroes, and there was no room for moral doubt concerning his actions because he lived in an age when it was clear who were the good guys and who were the bad guys. Thee 21st century James Bond lives and acts in the turbulent era after the fall of communism and after the novels of John Le Carre were written. Today's enemies are not ideological, and screenwriters of such films (not just those in the Bond series) often prefer not to identify them politically, ethnically, or religiously. On the other hand, the romantic implications of the character are no longer devoid of substance. James no longer conquers but falls in love. From Bond the Don Juan we now (almost) get Bond the family man. One of the qualities of the script in 'No Time to Die' is that it manages to describe at this stage of the character's evolution a story that is acceptable by today's standards of the big studios and is somewhat credible in terms of character psychology. Craig's James Bond has been throughout this series and is in this film also a real character, not just a two-dimensional comics book figure.What I liked about 'No Time to Die'? Daniel Craig. Action scenes, car chases and stunts that show ingenuity in a few moments (just when we thought we saw everything in this area) and use the landscapes spectacularly, especially in Italian villages. Humour and self-humour. The presence of Ralph Fiennes, an actor who can do anything on screen and I will like it. Ana de Armas, a classic Bond-girl who I hope will survive until the next series. What I liked less? Rami Malek, an actor who constantly disappoints me and who plays a mediocre bad guy here. Lea Seydoux is OK, but her relationship with Bond lacks chemistry. The dose of melodrama introduced in the script towards the end. The scientific pretext, which is thin and I could not understand what they were brewing in those pools (not that it would be important).'No Time to Die' honorably concludes the Daniel Craig chapter of the Bond epic. It's not the best Bond I've ever seen, but it's above average. I look forward to the next reincarnation.",positive
"For the most part, I liked No Time to Die. However, I feel like it tried to do too much. They could have shaved 30 minutes off and its aim would have been more precise. I absolutely loved Ana de Armas as Paloma, though, and wish we could have seen more of her character. Without getting into spoilers, there's a finality to this film that feels somewhat out of place in the Bond franchise, but I understand why the filmmakers did it. I still feel like Spectre would have been a fitting farewell for Daniel Craig.",positive
"Michael Myers escapes a prisoner transport bus crash (they only move prisoners on Halloween) and returns to kill people. A vigilante group lead by previous survivors goes out to hunt him down. Do I need to tell you how it turns out?They didn't kill off Jamie Lee Curtis and her role was limited. I don't know what to say except, been there, done that, got the t-shirt. It is not bad and is keeping in line with the series. (The main series and not the Rob Zombie porn.)Guide: F-word. No sex or nudity.",negative
"Let's be clear, if you are out for a story, you very likely will not like this Halloween movie. There is little to none here, the focus being the Kills (duh, I know, the title is sort of a giveaway, right?). But it is not just the Kills, it is all the small roles from the Original finally getting their 15 minutes of fame - though for some it is way less than that.Now if you suspend your disbelief enough (especially when it comes to what makes sense or not, like how the Killer looks and who is being chased in the Hospital to name one example), you are going to be able to be quite entertained by this. It is a fan service - but it also may dissapoint some fans. Especially those who are here for Jamie Lee Curtis character - she is quite passive in this movie to put it mildly.That being said, there is enough tension here and the violence level is as high as any horror fan would wish it to be. There is even a scene with firefighters (and another one later on), that may remind you of action movies rather than horror. Still it works and the stunts and effects are as good as they can get.Giving us a motivation for Myers is kind of a risk - even more so, because apparently that does not involve Laurie (Jamie Lee Curtis) ... even if a sequel was not already announced, you'd know there is never an end. Even if there is one ... don't be mad at the characters here who seem oblivious to that fact ... even if they sort of come up with an explanation for the ""unstoppable"" force that is Michael Myers.A lot of throwbacks and winks to the fans of the original, starting once again with the opening credits. Love it or take it as pandering - up to you to decide. But you're better off if you go with the flow.",negative
"The latest saga in the world of Halloween, what an absolute mix of good and bad this was. It has the same feel as Halloween 2, the first time I saw that, a slightly patchy follow up.The previous film I really rather enjoyed, I was hoping for this to follow the trend, where the had the vibe of a horror thriller, this ventures more into the horror fantasy genre, Michael is transformed into some unearthly killing machine.The opening few minutes were awesome, I loved what they did, and how they did it, creative, well realised, and somehow respectful, it was incredible, it really did work. The core of the film was as you would expect, lots of gore, lots of violence, and the ending was again a mix of good and bad. It didn't have much in the way of suspense.The only upsetting death here for me, was the suicide, that was about the only time the screen went silent, it was a very upsetting moment.My favourite characters were Big and Little John, those guys were really good fun.It'll have its fans and its haters, for the season it's a thrill ride, does it enhance The Halloween catalogue, sadly not, it lacked structure, it lacked a cohesive narrative, it was just a killing spree slasher.6/10.",negative
"Halloween Kills was pretty much what I expected it to be; after all, when do we expect anything highbrow in these movies? I did like Laurie's analysis of evil and how it transfers, though.",negative
"The previous film, a reboot disqualifying all events from previous sequels, was a great return to form for the franchise, this follow-up was delayed by a year due to COVID-19, so I was hoping it was worth the wait, directed by David Gordon Green (Pineapple Express, The Sitter). Basically, it opens with a flashback to 31 October 1978, the police are on the hunt for murderer Michael Myers (Nick Castle, the original Michael from 1978, and James Jude Courtney). Michael is cornered when he returns to his childhood home, but Deputy Frank Hawkins (Thomas Mann) accidentally shoots his partner dead while trying to save him from the killer. Michael is eventually caught, surrounded by many officers outside the house, and is incarcerated for forty years, until his escape. Returning to the present, Halloween night 2018, teenager Cameron Elam (Dylan Arnold) finds the dead body of Dr. Ranbir Sartain and calls an ambulance for Hawkins (Will Patton) who was left for dead after Sartain stabbed him. Meanwhile, Tommy Doyle (Anthony Michael Hall), who witnessed the attacks of Michael Myers in 1978, is in a bar with fellow survivors Marion Chambers (Nancy Stephens, reprising her 1978 role), Lindsey Wallace (Kyle Richards, reprising her 1978 role), and Cameron's father, Lonnie Elam (Robert Longstreet) to celebrate the 40th anniversary of Michael's imprisonment. Meanwhile, Laurie Strode (Jamie Lee Curtis) has escaped the house fire with her daughter Karen Nelson (Judy Greer), and her granddaughter Allyson (Andi Matichak). Firefighters responding to burning house unknowingly release Michael, who slaughters them with their own equipment. The trio are taken to Haddonfield Memorial Hospital, where Laurie undergoes emergency surgery, while Michael continues his killing spree while heading back to town. Tommy, Marion, Lindsey, and Lonnie hear of Michael's return from an emergency news report. Bar patrons Vanessa (Carmela McNeal) and her husband Marcus (Michael Smallwood) supposedly encounter Michael in her car, but the unseen driver escapes unnoticed. Tommy forms a mob of vengeful Haddonfield residents to hunt down and kill Michael. Karen is informed that Michael is still alive but hides this from Laurie to allow her to recover. Allyson reconciles with Cameron, her ex-boyfriend, and she joins Tommy's mob to avenge the death of her father. Laurie and Hawkins both awaken in the same room and reminisce about their former relationship. Hawkins admits that he regrets not allowing Dr. Sam Loomis to execute Michael given the opportunity and vows to kill him. While warning the Haddonfield community to stay inside, Marion, Vanessa, and Marcus are killed by Michael. Lindsey escapes and is found alive by Tommy, Lonnie, Allyson, and Cameron. The group map out Michael's path and deduce that he is heading towards his childhood home. Tommy takes Lindsey to the hospital and reunites with former Haddonfield sheriff Leigh Brackett (Charles Cyphers), whose daughter Annie was killed in 1978, and informs Laurie about Michael's survival. Michael's childhood home is now owned by gay couple Big John (Scott MacArthur) and Little John (Michael McDonald), Michael breaks in and murders them. While Laurie tries to leave, convict Lance Tovoli, who escaped Smith's Grove Psychiatric Hospital following the bus crash, and stole Vanessa's car, arrives at the hospital. The scared criminal is mistaken for Michael, Tommy's mob pursue him through the hospital, but Karen realises that he is not Michael. Despite her attempts to calm the mob and help Lance, he jumps out a window to his death. Tommy and the mob realise that Michael has turned them into ""monsters"" themselves because of their rage for his crimes. Laurie urges Karen to work with Tommy and Brackett to hunt Michael down. Elsewhere, Lonnie heads in alone to Michael's home and is killed. Allyson and Cameron also turn up and find Lonnie's body, and Michael attacks them, murdering Cameron. As Michael prepares to kill Allyson, Karen stabs him in the back with a pitchfork, steals his mask, and taunts him to follow her. She leads Michael towards Tommy's mob, who swarm, attack, and seemingly kill him. When the mob disperses, Michael recovers and massacres the entire mob, including Tommy and Brackett. Back at Michael's home, Karen finds Allyson who needs medical attention. Michael appears and stabs Karen to death in Judith Myers's old bedroom as Laurie stares out of her hospital room. Also starring Jim Cummings as Pete McCabe, Brian Mays as Brian the Bartender, Omar J. Dorsey as Sheriff Barker and Tom Jones Jr. As Dr. Samuel Loomis (a spitting image of Donald Pleasance). As before, Curtis goes from post-traumatic stressed victim to determined fighter wanting to end the maniac's reign of terror, and the indestructible killer is menacing enough. The previous film felt a bit fresher and more exciting, whereas this follow-up feels a bit samey, using the same predictable formular and slightly silly dialogue as past instalments, at least the over-the-top violence and inventive kills work well, and the fear of the people having consequences stuff is interesting, all in all, it is an alright slasher horror. Worth watching!",positive
"Those who thought that Rob Zombie was the worst thing to happen to Halloween, think again. David Gordon Green is the new boogeyman, out to terrorise fans of the original film with his atrocious approach to all things Michael Myers. I thought that his Halloween (2018) was pretty bad, but this follow up is an absolute travesty: the tone is all wrong, the dialogue is laughable, and the acting sucks. Sure, it features plenty of gory kills - and god knows, I love my splatter - but Halloween has never been about the gore. It's about atmosphere, palpable suspense, sheer terror, with believable characters you can care about. And Halloween Kills has none of that.Following a flashback to the aftermath of events in Carpenter's original classic (complete with CGI-enhanced Donald Pleasence lookalike), the film picks up immediately after Green's previous film, Laurie Strode and family driving away from the burning house in which Michael is trapped, presumably gone forever. Except that Michael never dies, and when a firefighter crew turns up to tackle the blaze, the killer emerges from the burning building to slaughter the lot of them.From there-on in, the film consists of a series of graphic murders at the hands of the 'boogeyman', resulting in the townsfolk of Haddonfield declaring enough is enough, and forming a mob to track down Michael and put an end to his grisly shenanigans once and for all. Don't they ever learn? Writer/director Green, once again assisted by Danny McBride, fills his script with characters who act and talk like idiots, and frequently places them in perilous situations from which they could easily run away, but never do. There are numerous touches of comedy throughout, none of which has any place in a Halloween movie. There's nothing funny about Michael!Jamie Lee Curtis is given nothing to do but pontificate from a hospital bed about the nature of evil. She's not alone: several characters expound long, boring and completely unnecessary theories about why Michael kills, when all we need to know is that he is pure, unbridled evil. It's been said before, and doesn't need expanding upon.There are so many awful scenes in the film that it's a tough call to pick the worst...The gay couple (who call themselves Big John and Little John) checking their house for an intruder is a serious contender, especially when the second bloke (Big or Little... I can't remember) spots Michael and just stands there waiting to be killed.Or could the lousiest scene be the attack on the car in the park, in which Michael kills one of his victims by kicking the car door, causing the person to shoot themselves in the head (it actually pains me to type that!)?Or does the film hit its nadir when Tommy Doyle (an embarrassingly bad performance from Anthony Michael Hall) rallies the masses in the hospital into finding and killing Michael? The crowd, chanting the slogan 'Evil dies tonight' ad nauseum, spots one of Michael's fellow escaped lunatics (who just so happens to wander into the building at the wrong time) and assume he is the killer. They chase him and trap him in a corridor. Terrified, the loony smashes a window and falls to his death on the concrete below. It's a terrible scene that adds nothing to the film except for the messy sight of a smashed body on the ground.In another ill-advised move, Green tries to placate long-time Halloween fans with nods to previous movies, the most obvious being the inclusion of the deadly masks from Halloween 3. It's not a clever touch: it's just a reminder that even the much-maligned (unfairly so) Season of the Witch is a far better film than the one we are currently watching.The movie's ending - another possible choice for most ludicrous moment - sees Tommy and his chanting followers finally cornering Michael and bludgeoning and stabbing him, then turning their back on him, only for Michael to stand back up and get in a few more kills before the closing credits. It's bad, not only for the way that the people allow themselves to be slaughtered so easily, but for the fact that it heralds another sequel: Halloween Ends, coming October 2022 (how I hope that the film lives up to its title).1/10 - I don't hand out the lowest rating lightly, but the way this film trashes the legacy of the original movie, it deserves it.",negative
"Follow-up to, among other films in the canon, 2018's ""Halloween"", again directed by David Gordon Green, rather adroitly ties in flashbacks to--and new events from--that film and John Carpenter's original ""Halloween"" from 1978 (with Donald Pleasence lookalike Tom Jones Jr playing Dr. Loomis). Haddonfield survivors from '78's rampage band together with the 2018 characters to take down boogeyman Michael Myers, who somehow escaped the fire set by Laurie Strode (Jamie Lee Curtis) in the last installment. But what begins as an interesting concept soon turns into yet another illogical hack-'em-up, with Michael's victims acting like foolish sitting ducks (in a ridiculous sequence, Michael eliminates each member of a firefighting team--one at a time, because that's the way they do things in these movies--leaving the whole crew decimated). Curtis, recovering from surgery at Haddonfield Hospital, consoles a wounded police officer who blames himself for Michael's killing spree (seems he stopped Loomis from shooting Michael in the head in 1978--but, since Myers ""isn't flesh and blood like the rest of us"", the conversation isn't useful or productive). When an angry mob finally encircles Michael and has him on the ground, one might think executive producers Curtis and Carpenter would be happy to call it a night...not in Haddonfield, it seems, nor in sequel-hungry Hollywood. *1/2 from ****",negative
"First of all, I must admit that I have never really been much of a friend of the ""Halloween"" franchise, though I have seen all the movies. Might seem odd, right? Well, you're right. Sure, I've seen all the movies as I do enjoy horror movies and slasher movies, but I've just never warmed as much up to ""Halloween"" as I did for franchises like ""Friday the 13th"" and ""A Nightmare On Elm Street"".So when this 2021 addition to the ""Halloween"" franchise was announced, I wasn't just exactly thrilled. But as I had the opportunity to watch it, of course I did sit down to do so.And sure, ""Halloween Kills"" is a watchable movie, and it certainly is among the better of the ""Halloween"" franchise since the original movie. But I have to say, though, that this wasn't a milestone in horror cinema by any account.The storyline told in ""Halloween Kills"" is adequate, although I found a bit unnecessary. But it made for adequate entertainment, given the sheer brutality of the murders committed by Michael Myers. And yeah, there were some pretty cool-looking kills in the movie, I will say that much. And those alone actually make the movie well worth watching.Sure, I was thrilled to have Jamie Lee Curtis return to the movie - yet again - but she didn't really play that much of a big role throughout the movie, so it was somewhat disappointing. But of course it was nice to see her in the movie, and she did add a good element to the movie. Judy Greer actually put on a good performance in the movie.Visually then ""Halloween Kills"" is top notch. It is a dark and gritty movie, and they definitely upped the game in terms of visceral kills that puts you right in the slaughtering gore.""Halloween Kills"" is a watchable and entertaining enough movie if you enjoy slasher movies, and it will definitely bring enjoyment to the fans of the franchise, of that I am quite sure.My rating of ""Halloween Kills"" lands on a six out of ten stars.",positive
